cidade,estado,latitude,longitude,timestamp,temperatura_max,temperatura_min,prob_chuva_max,prob_chuva_media,prob_chuva_min,quantidade_chuva,sensacao_termica_max,sensacao_termica_min,velocidade_vento_max,direcao_vento,duracao_sol,uv_max
Ubiratã,Paraná,-24.542725,-52.9899678,2025-05-10,24.9,15.9,95,13,0,3.0,25.7,15.9,14.8,183,35105.76,5.65
Ubiratã,Paraná,-24.542725,-52.9899678,2025-05-11,23.6,13.2,0,0,0,0.0,24.5,12.1,13.5,137,36746.81,5.65
Ubiratã,Paraná,-24.542725,-52.9899678,2025-05-12,24.6,13.8,3,0,0,0.2,25.4,13.4,13.4,93,34645.37,5.55
Umuarama,Paraná,-23.7621152,-53.3116192,2025-05-10,24.3,18.1,90,15,0,6.0,26.1,18.9,12.0,231,31930.75,5.8
Umuarama,Paraná,-23.7621152,-53.3116192,2025-05-11,24.6,15.1,3,0,0,0.0,25.8,15.4,10.1,131,36905.39,5.75
Umuarama,Paraná,-23.7621152,-53.3116192,2025-05-12,23.5,15.0,3,1,0,0.0,24.4,15.4,13.2,82,35278.48,5.7
União da Vitória,Paraná,-26.228596,-51.0869796,2025-05-10,22.3,9.6,88,8,0,0.5,22.4,8.6,8.4,178,35083.14,5.6
União da Vitória,Paraná,-26.228596,-51.0869796,2025-05-11,20.3,3.3,3,0,0,0.0,18.8,1.0,10.8,115,36104.7,5.55
União da Vitória,Paraná,-26.228596,-51.0869796,2025-05-12,19.0,10.4,3,0,0,0.0,18.8,9.9,11.9,87,19746.32,5.5
Uniflor,Paraná,-23.0853871,-52.1584403,2025-05-10,23.7,18.9,88,40,0,10.5,26.8,20.9,7.7,245,26093.99,3.95
Uniflor,Paraná,-23.0853871,-52.1584403,2025-05-11,23.7,16.2,0,0,0,0.0,24.1,16.5,13.9,109,36136.21,5.85
Uniflor,Paraná,-23.0853871,-52.1584403,2025-05-12,22.9,14.0,8,3,0,0.0,23.3,13.7,16.4,97,35488.35,5.65
Uraí,Paraná,-23.199997,-50.793873,2025-05-10,25.2,19.5,88,53,3,8.4,29.3,22.4,9.4,252,4577.2,2.6
Uraí,Paraná,-23.199997,-50.793873,2025-05-11,24.2,17.0,8,3,0,0.0,24.3,16.0,19.9,112,34770.37,5.55
Uraí,Paraná,-23.199997,-50.793873,2025-05-12,24.1,16.6,15,7,0,2.0,24.8,15.3,19.4,110,26924.46,5.7
Ventania,Paraná,-24.2470771,-50.245452,2025-05-10,19.6,16.2,95,60,0,21.1,22.0,16.9,10.2,169,590.94,1.45
Ventania,Paraná,-24.2470771,-50.245452,2025-05-11,20.3,12.1,0,0,0,0.0,19.9,11.4,12.5,108,35984.02,5.7
Ventania,Paraná,-24.2470771,-50.245452,2025-05-12,18.8,11.5,5,2,0,0.0,18.0,10.4,15.8,94,26161.86,5.6
Vera Cruz do Oeste,Paraná,-25.058614,-53.8785648,2025-05-10,21.5,15.0,15,1,0,0.0,21.4,14.6,15.8,164,35372.9,5.7
Vera Cruz do Oeste,Paraná,-25.058614,-53.8785648,2025-05-11,21.4,11.6,0,0,0,0.0,22.0,10.1,11.5,136,36612.73,5.65
Vera Cruz do Oeste,Paraná,-25.058614,-53.8785648,2025-05-12,22.7,14.1,0,0,0,0.0,23.9,13.3,10.9,67,34893.32,5.6
Verê,Paraná,-25.8812309,-52.9081757,2025-05-10,23.9,14.0,8,1,0,0.0,23.2,13.4,14.8,167,36520.23,5.65
Verê,Paraná,-25.8812309,-52.9081757,2025-05-11,22.8,9.2,0,0,0,0.0,22.6,8.0,9.1,159,36449.41,5.6
Verê,Paraná,-25.8812309,-52.9081757,2025-05-12,24.1,11.5,2,0,0,0.1,25.1,11.0,13.9,103,34807.43,5.55
Virmond,Paraná,-25.3816653,-52.2034599,2025-05-10,23.5,14.8,80,9,0,9.2,23.9,14.7,14.2,179,35107.91,5.75
Virmond,Paraná,-25.3816653,-52.2034599,2025-05-11,22.7,10.5,3,0,0,0.0,22.3,8.8,12.1,109,36469.46,5.7
Virmond,Paraná,-25.3816653,-52.2034599,2025-05-12,22.8,12.1,3,0,0,0.0,23.4,11.3,13.9,68,34070.2,5.65
Vitorino,Paraná,-26.2647687,-52.7804392,2025-05-10,21.4,12.5,8,1,0,0.0,20.4,11.4,16.3,162,36208.76,5.65
Vitorino,Paraná,-26.2647687,-52.7804392,2025-05-11,21.5,9.4,0,0,0,0.0,20.9,7.6,11.3,148,36366.73,5.6
Vitorino,Paraná,-26.2647687,-52.7804392,2025-05-12,22.1,11.5,0,0,0,0.0,22.9,10.4,12.7,83,35043.07,5.6
Wenceslau Braz,Paraná,-23.8748841,-49.8035872,2025-05-10,21.9,17.8,100,67,8,30.0,24.8,18.5,9.7,188,2793.81,0.95
Wenceslau Braz,Paraná,-23.8748841,-49.8035872,2025-05-11,19.9,13.6,5,1,0,0.0,18.4,12.8,17.5,109,34276.07,5.9
Wenceslau Braz,Paraná,-23.8748841,-49.8035872,2025-05-12,18.8,13.3,7,3,0,0.2,18.2,12.2,20.7,106,10864.43,5.8
Xambrê,Paraná,-23.7361723,-53.4881707,2025-05-10,24.0,17.8,83,13,0,6.0,25.7,18.8,13.0,225,31125.32,5.8
Xambrê,Paraná,-23.7361723,-53.4881707,2025-05-11,24.6,15.0,0,0,0,0.0,26.3,15.2,10.1,131,36905.39,5.75
Xambrê,Paraná,-23.7361723,-53.4881707,2025-05-12,23.7,15.5,3,1,0,0.0,24.6,16.0,13.5,77,35876.91,5.7
Abdon Batista,Santa Catarina,-27.612419,-51.022992,2025-05-10,20.1,9.4,3,0,0,0.0,19.8,8.5,9.7,219,35298.48,5.4
Abdon Batista,Santa Catarina,-27.612419,-51.022992,2025-05-11,19.4,5.3,0,0,0,0.0,18.7,4.0,7.1,113,35331.7,5.35
Abdon Batista,Santa Catarina,-27.612419,-51.022992,2025-05-12,19.2,10.0,0,0,0,0.0,17.9,9.0,15.1,70,34918.53,3.9
Abelardo Luz,Santa Catarina,-26.5705893,-52.3280339,2025-05-10,20.6,10.4,3,0,0,0.0,19.7,9.3,13.8,160,35692.84,5.6
Abelardo Luz,Santa Catarina,-26.5705893,-52.3280339,2025-05-11,20.6,7.1,0,0,0,0.0,19.7,5.1,11.5,111,36283.34,5.55
Abelardo Luz,Santa Catarina,-26.5705893,-52.3280339,2025-05-12,21.9,11.2,0,0,0,0.0,22.4,9.3,16.8,55,35095.71,5.55
Agrolândia,Santa Catarina,-27.4120688,-49.8294621,2025-05-10,23.9,10.5,60,4,0,0.0,24.1,9.5,6.9,244,35566.82,5.35
Agrolândia,Santa Catarina,-27.4120688,-49.8294621,2025-05-11,21.3,7.5,0,0,0,0.0,21.3,6.3,6.6,89,35360.98,5.3
Agrolândia,Santa Catarina,-27.4120688,-49.8294621,2025-05-12,17.6,8.2,0,0,0,0.0,18.7,7.1,4.5,160,21377.04,4.85
Agronômica,Santa Catarina,-27.2660744,-49.7104753,2025-05-10,24.0,12.9,78,11,0,0.1,24.2,11.8,7.2,249,35510.13,5.35
Agronômica,Santa Catarina,-27.2660744,-49.7104753,2025-05-11,21.8,7.4,8,1,0,0.0,22.0,5.9,7.7,76,35390.28,5.3
Agronômica,Santa Catarina,-27.2660744,-49.7104753,2025-05-12,18.5,8.3,7,2,0,0.0,19.7,7.6,3.8,99,20825.79,3.4
Água Doce,Santa Catarina,-26.9986047,-51.5529306,2025-05-10,19.2,10.9,8,0,0,0.0,18.7,10.1,10.0,196,33796.14,5.5
Água Doce,Santa Catarina,-26.9986047,-51.5529306,2025-05-11,18.6,7.7,0,0,0,0.0,17.6,5.6,9.0,80,36022.91,5.5
Água Doce,Santa Catarina,-26.9986047,-51.5529306,2025-05-12,19.5,10.4,0,0,0,0.0,18.5,9.2,16.0,48,35871.6,5.45
Águas de Chapecó,Santa Catarina,-27.0741119,-52.9879048,2025-05-10,23.1,14.2,0,0,0,0.0,23.7,14.1,8.7,191,34226.92,5.4
Águas de Chapecó,Santa Catarina,-27.0741119,-52.9879048,2025-05-11,22.3,9.3,0,0,0,0.0,21.9,8.6,10.5,121,36171.04,5.35
Águas de Chapecó,Santa Catarina,-27.0741119,-52.9879048,2025-05-12,23.4,11.6,0,0,0,0.0,24.5,11.2,10.0,99,36097.12,5.3
Águas Frias,Santa Catarina,-26.8817187,-52.8599756,2025-05-10,22.9,14.2,0,0,0,0.0,23.1,14.0,9.4,189,33571.32,5.45
Águas Frias,Santa Catarina,-26.8817187,-52.8599756,2025-05-11,22.0,8.3,0,0,0,0.0,21.7,7.4,10.2,124,36227.35,5.4
Águas Frias,Santa Catarina,-26.8817187,-52.8599756,2025-05-12,23.7,11.2,0,0,0,0.0,24.7,10.5,9.7,66,36154.23,5.35
Águas Mornas,Santa Catarina,-27.696316,-48.8247831,2025-05-10,24.5,14.6,65,7,0,0.2,25.3,13.6,14.1,191,35363.03,5.2
Águas Mornas,Santa Catarina,-27.696316,-48.8247831,2025-05-11,22.3,13.0,3,0,0,0.0,21.7,11.2,16.2,208,35325.46,5.15
Águas Mornas,Santa Catarina,-27.696316,-48.8247831,2025-05-12,21.3,11.4,8,3,0,0.0,22.1,10.5,7.1,309,33300.42,3.05
Alfredo Wagner,Santa Catarina,-27.6961513,-49.3326734,2025-05-10,23.3,8.7,53,4,0,0.0,23.7,7.1,7.7,233,35365.91,5.3
Alfredo Wagner,Santa Catarina,-27.6961513,-49.3326734,2025-05-11,21.0,5.8,8,1,0,0.0,21.0,3.8,6.4,125,35180.12,5.3
Alfredo Wagner,Santa Catarina,-27.6961513,-49.3326734,2025-05-12,18.7,6.0,3,0,0,0.0,18.6,4.1,12.2,106,30010.37,3.0
Alto Bela Vista,Santa Catarina,-27.4320737,-51.905771,2025-05-10,21.6,12.4,0,0,0,0.0,21.6,11.8,8.0,155,34689.61,5.35
Alto Bela Vista,Santa Catarina,-27.4320737,-51.905771,2025-05-11,20.8,7.1,0,0,0,0.0,20.2,5.9,9.7,131,35999.42,5.3
Alto Bela Vista,Santa Catarina,-27.4320737,-51.905771,2025-05-12,22.8,9.5,0,0,0,0.0,23.1,8.6,9.6,111,35207.01,5.3
Anchieta,Santa Catarina,-26.5350527,-53.3293938,2025-05-10,20.3,13.2,0,0,0,0.0,19.5,12.1,12.4,163,35273.43,5.15
Anchieta,Santa Catarina,-26.5350527,-53.3293938,2025-05-11,19.8,11.5,0,0,0,0.0,18.6,9.8,11.3,132,36311.21,5.5
Anchieta,Santa Catarina,-26.5350527,-53.3293938,2025-05-12,21.8,10.3,0,0,0,0.0,22.3,8.8,10.7,49,35477.12,5.5
Angelina,Santa Catarina,-27.5805287,-48.9838759,2025-05-10,22.7,13.4,60,8,0,0.0,23.3,12.4,6.2,217,35121.36,5.25
Angelina,Santa Catarina,-27.5805287,-48.9838759,2025-05-11,21.0,9.9,3,0,0,0.0,20.4,7.8,8.2,212,35324.03,5.2
Angelina,Santa Catarina,-27.5805287,-48.9838759,2025-05-12,19.0,7.6,10,2,0,0.0,18.8,5.6,8.4,205,28417.6,3.05
Anita Garibaldi,Santa Catarina,-27.6855032,-51.1293873,2025-05-10,18.7,8.7,0,0,0,0.0,18.0,7.0,11.0,200,35435.81,5.4
Anita Garibaldi,Santa Catarina,-27.6855032,-51.1293873,2025-05-11,18.0,6.5,0,0,0,0.0,17.1,4.4,7.4,129,35316.33,5.35
Anita Garibaldi,Santa Catarina,-27.6855032,-51.1293873,2025-05-12,17.9,9.3,0,0,0,0.0,16.1,7.9,15.8,61,34997.91,5.3
Anitápolis,Santa Catarina,-27.9041185,-49.1287395,2025-05-10,21.3,13.4,8,1,0,0.2,22.0,12.1,10.9,215,33905.02,5.2
Anitápolis,Santa Catarina,-27.9041185,-49.1287395,2025-05-11,18.4,9.4,28,3,0,0.0,17.4,7.5,12.6,229,35251.11,5.15
Anitápolis,Santa Catarina,-27.9041185,-49.1287395,2025-05-12,20.2,6.5,0,0,0,0.0,19.5,4.7,9.0,31,35213.22,4.3
Antônio Carlos,Santa Catarina,-27.5168462,-48.7684715,2025-05-10,24.5,17.9,65,7,0,0.8,27.4,18.6,13.6,171,33553.35,5.15
Antônio Carlos,Santa Catarina,-27.5168462,-48.7684715,2025-05-11,22.7,14.5,3,0,0,0.0,22.9,14.7,17.1,180,35412.43,5.1
Antônio Carlos,Santa Catarina,-27.5168462,-48.7684715,2025-05-12,21.6,12.7,8,3,0,0.0,22.1,11.9,8.9,183,29174.63,3.65
Apiúna,Santa Catarina,-27.0374658,-49.3885037,2025-05-10,25.6,16.4,85,11,0,1.9,28.2,17.5,7.8,248,35255.0,5.25
Apiúna,Santa Catarina,-27.0374658,-49.3885037,2025-05-11,23.2,12.2,3,0,0,0.0,24.3,12.0,10.9,74,35318.74,5.25
Apiúna,Santa Catarina,-27.0374658,-49.3885037,2025-05-12,19.6,10.7,6,1,0,0.0,21.7,10.4,4.0,280,21331.45,4.5
Arabutã,Santa Catarina,-27.1587028,-52.1438142,2025-05-10,22.3,13.0,0,0,0,0.0,22.3,13.3,7.6,135,34395.87,5.4
Arabutã,Santa Catarina,-27.1587028,-52.1438142,2025-05-11,21.0,9.5,0,0,0,0.0,20.2,9.0,11.3,117,36090.96,5.35
Arabutã,Santa Catarina,-27.1587028,-52.1438142,2025-05-12,22.4,11.5,0,0,0,0.0,23.0,10.9,9.7,125,35385.1,5.3
Araquari,Santa Catarina,-26.3703324,-48.7210994,2025-05-10,24.4,20.4,95,28,0,8.5,26.9,22.5,11.2,169,31382.73,4.35
Araquari,Santa Catarina,-26.3703324,-48.7210994,2025-05-11,23.4,16.9,28,4,0,0.0,24.5,19.0,13.2,170,33286.73,4.45
Araquari,Santa Catarina,-26.3703324,-48.7210994,2025-05-12,19.7,16.9,38,26,20,0.2,21.5,17.7,8.5,244,12738.8,4.75
Araranguá,Santa Catarina,-28.9348832,-49.4858389,2025-05-10,24.1,13.3,3,0,0,0.1,25.9,13.1,12.7,189,35155.99,5.0
Araranguá,Santa Catarina,-28.9348832,-49.4858389,2025-05-11,20.9,12.1,3,0,0,0.0,19.9,11.4,14.4,205,35029.42,4.95
Araranguá,Santa Catarina,-28.9348832,-49.4858389,2025-05-12,22.3,9.0,3,0,0,0.0,22.2,8.4,12.1,50,33824.12,4.8
Armazém,Santa Catarina,-28.2624996,-49.0190126,2025-05-10,23.9,17.6,3,0,0,0.1,23.9,18.6,17.7,219,32993.68,5.1
Armazém,Santa Catarina,-28.2624996,-49.0190126,2025-05-11,21.0,16.3,5,1,0,0.0,19.5,15.5,19.3,226,35267.66,5.0
Armazém,Santa Catarina,-28.2624996,-49.0190126,2025-05-12,22.0,14.6,5,1,0,0.0,21.9,14.6,14.5,34,34834.45,4.8
Arroio Trinta,Santa Catarina,-26.9301976,-51.334928,2025-05-10,19.3,11.0,8,0,0,0.0,18.8,10.2,10.0,196,33796.14,5.5
Arroio Trinta,Santa Catarina,-26.9301976,-51.334928,2025-05-11,18.7,7.7,0,0,0,0.0,17.7,5.8,9.0,80,36022.91,5.45
Arroio Trinta,Santa Catarina,-26.9301976,-51.334928,2025-05-12,19.6,10.4,0,0,0,0.0,18.6,9.3,16.0,48,35871.6,5.4
Arvoredo,Santa Catarina,-27.0755081,-52.4570855,2025-05-10,22.6,10.6,0,0,0,0.0,22.9,10.3,7.0,157,34463.96,5.4
Arvoredo,Santa Catarina,-27.0755081,-52.4570855,2025-05-11,21.3,7.7,0,0,0,0.0,20.6,6.8,10.8,148,36142.75,5.35
Arvoredo,Santa Catarina,-27.0755081,-52.4570855,2025-05-12,22.4,10.4,0,0,0,0.0,23.2,9.6,8.8,138,35893.36,5.3
Ascurra,Santa Catarina,-26.9569975,-49.3767752,2025-05-10,25.7,16.4,85,11,0,1.9,28.3,17.6,7.8,248,35255.0,5.25
Ascurra,Santa Catarina,-26.9569975,-49.3767752,2025-05-11,23.2,12.2,3,0,0,0.0,24.3,12.1,10.9,74,35318.74,5.25
Ascurra,Santa Catarina,-26.9569975,-49.3767752,2025-05-12,19.6,10.8,6,1,0,0.0,21.8,10.4,4.0,280,21331.45,4.5
Atalanta,Santa Catarina,-27.421916,-49.778863,2025-05-10,22.8,9.5,60,5,0,0.0,23.3,8.2,6.2,244,35495.47,5.35
Atalanta,Santa Catarina,-27.421916,-49.778863,2025-05-11,20.6,6.5,3,0,0,0.0,20.7,4.7,6.4,104,35216.11,5.3
Atalanta,Santa Catarina,-27.421916,-49.778863,2025-05-12,18.2,6.0,0,0,0,0.0,17.9,4.4,10.4,122,24384.85,3.85
Aurora,Santa Catarina,-27.3166417,-49.6368502,2025-05-10,24.0,12.9,78,11,0,0.1,24.2,11.8,7.2,249,35510.13,5.35
Aurora,Santa Catarina,-27.3166417,-49.6368502,2025-05-11,21.8,7.4,8,1,0,0.0,22.0,5.9,7.7,76,35390.28,5.3
Aurora,Santa Catarina,-27.3166417,-49.6368502,2025-05-12,18.5,8.3,7,2,0,0.0,19.7,7.6,3.8,99,20825.79,3.4
Balneário Arroio do Silva,Santa Catarina,-28.9815269,-49.4189932,2025-05-10,23.2,16.5,3,0,0,0.0,24.2,16.3,18.6,201,35186.85,5.0
Balneário Arroio do Silva,Santa Catarina,-28.9815269,-49.4189932,2025-05-11,20.7,14.9,3,0,0,0.0,19.3,14.1,19.2,206,35059.42,4.9
Balneário Arroio do Silva,Santa Catarina,-28.9815269,-49.4189932,2025-05-12,21.8,12.2,3,0,0,0.0,21.4,11.9,16.4,44,35020.07,4.9
Balneário Barra do Sul,Santa Catarina,-26.459842,-48.6061471,2025-05-10,24.4,20.7,95,28,0,7.7,26.9,21.9,14.0,157,32481.43,4.35
Balneário Barra do Sul,Santa Catarina,-26.459842,-48.6061471,2025-05-11,23.3,18.0,28,4,0,0.0,23.7,19.8,20.2,154,35510.55,4.4
Balneário Barra do Sul,Santa Catarina,-26.459842,-48.6061471,2025-05-12,21.0,18.5,38,26,20,1.0,23.7,19.3,12.4,155,19061.05,4.5
Balneário Camboriú,Santa Catarina,-26.9924395,-48.6339782,2025-05-10,24.9,20.4,85,14,0,2.4,27.6,21.2,14.8,166,32594.08,4.7
Balneário Camboriú,Santa Catarina,-26.9924395,-48.6339782,2025-05-11,23.5,17.4,5,0,0,0.0,23.6,18.2,22.1,168,35475.43,5.1
Balneário Camboriú,Santa Catarina,-26.9924395,-48.6339782,2025-05-12,21.4,16.7,19,6,0,0.2,23.1,16.8,11.2,157,27400.15,4.0
Balneário Gaivota,Santa Catarina,-29.1553098,-49.5808712,2025-05-10,24.1,16.5,3,0,0,0.0,24.2,15.8,15.6,204,35165.52,5.0
Balneário Gaivota,Santa Catarina,-29.1553098,-49.5808712,2025-05-11,20.4,15.4,3,0,0,0.0,19.0,15.3,17.2,204,34969.96,4.8
Balneário Gaivota,Santa Catarina,-29.1553098,-49.5808712,2025-05-12,21.4,12.1,5,1,0,0.0,21.5,12.0,14.8,37,34905.01,4.85
Balneário Piçarras,Santa Catarina,-26.7638889,-48.6716667,2025-05-10,25.4,18.9,90,18,0,3.2,28.0,20.3,12.0,183,33377.3,4.6
Balneário Piçarras,Santa Catarina,-26.7638889,-48.6716667,2025-05-11,23.8,14.5,8,1,0,0.0,24.6,15.0,15.5,168,35466.65,5.05
Balneário Piçarras,Santa Catarina,-26.7638889,-48.6716667,2025-05-12,20.8,13.5,30,10,2,0.1,22.5,13.3,6.6,192,22021.51,4.75
Balneário Rincão,Santa Catarina,-28.8235718,-49.2241642,2025-05-10,23.2,16.5,8,1,0,0.0,24.2,16.3,18.6,201,35186.85,5.0
Balneário Rincão,Santa Catarina,-28.8235718,-49.2241642,2025-05-11,20.7,14.9,3,0,0,0.0,19.3,14.1,19.2,206,35059.42,4.9
Balneário Rincão,Santa Catarina,-28.8235718,-49.2241642,2025-05-12,21.8,12.2,3,0,0,0.0,21.4,11.9,16.4,44,35020.07,4.9
Bandeirante,Santa Catarina,-26.7673451,-53.6391722,2025-05-10,21.0,14.2,0,0,0,0.0,20.7,12.8,11.1,153,34439.87,5.45
Bandeirante,Santa Catarina,-26.7673451,-53.6391722,2025-05-11,20.4,12.9,0,0,0,0.0,19.8,11.3,11.2,126,36255.39,5.4
Bandeirante,Santa Catarina,-26.7673451,-53.6391722,2025-05-12,22.4,11.4,0,0,0,0.0,23.7,10.5,9.0,80,35539.2,5.4
Barra Bonita,Santa Catarina,-26.6526364,-53.4419581,2025-05-10,22.6,13.2,0,0,0,0.0,22.7,12.6,10.5,174,34492.95,5.1
Barra Bonita,Santa Catarina,-26.6526364,-53.4419581,2025-05-11,22.0,8.9,0,0,0,0.0,21.8,8.3,10.5,145,36255.38,5.4
Barra Bonita,Santa Catarina,-26.6526364,-53.4419581,2025-05-12,23.7,10.6,0,0,0,0.0,25.4,10.1,7.2,97,36059.11,5.4
Barra Velha,Santa Catarina,-26.6338203,-48.6835001,2025-05-10,24.3,20.6,90,18,0,7.7,26.8,21.8,14.0,157,32481.43,4.6
Barra Velha,Santa Catarina,-26.6338203,-48.6835001,2025-05-11,23.2,17.9,8,1,0,0.0,23.6,19.7,20.2,154,35510.55,5.05
Barra Velha,Santa Catarina,-26.6338203,-48.6835001,2025-05-12,20.9,18.4,30,10,2,1.0,23.6,19.2,12.4,155,19061.05,4.75
Bela Vista do Toldo,Santa Catarina,-26.274625,-50.466354,2025-05-10,21.8,10.8,98,14,0,6.5,22.2,9.9,8.0,183,34078.73,5.6
Bela Vista do Toldo,Santa Catarina,-26.274625,-50.466354,2025-05-11,20.1,3.4,0,0,0,0.0,18.8,1.3,13.3,130,35892.16,5.55
Bela Vista do Toldo,Santa Catarina,-26.274625,-50.466354,2025-05-12,18.5,9.6,3,1,0,0.0,18.6,8.5,15.8,105,11887.52,5.15
Belmonte,Santa Catarina,-26.8448262,-53.578916,2025-05-10,20.5,13.7,0,0,0,0.0,20.0,12.2,11.1,153,34439.87,5.35
Belmonte,Santa Catarina,-26.8448262,-53.578916,2025-05-11,19.9,12.4,0,0,0,0.0,19.2,10.7,11.2,126,36255.39,5.45
Belmonte,Santa Catarina,-26.8448262,-53.578916,2025-05-12,21.9,10.9,0,0,0,0.0,23.0,9.9,9.0,80,35539.2,5.4
Benedito Novo,Santa Catarina,-26.7840657,-49.3629511,2025-05-10,25.2,16.0,85,11,0,1.9,27.7,17.0,7.8,248,35255.0,5.25
Benedito Novo,Santa Catarina,-26.7840657,-49.3629511,2025-05-11,22.8,11.8,3,0,0,0.0,23.7,11.5,10.9,74,35318.74,5.25
Benedito Novo,Santa Catarina,-26.7840657,-49.3629511,2025-05-12,19.2,10.3,6,1,0,0.0,21.2,9.9,4.0,280,21331.45,4.5
Biguaçu,Santa Catarina,-27.4961277,-48.6542432,2025-05-10,25.1,17.6,65,7,0,0.1,27.0,18.4,15.1,167,34343.36,5.15
Biguaçu,Santa Catarina,-27.4961277,-48.6542432,2025-05-11,23.2,13.3,3,0,0,0.0,23.0,13.1,18.7,184,35398.25,5.1
Biguaçu,Santa Catarina,-27.4961277,-48.6542432,2025-05-12,22.2,12.1,8,3,0,0.2,22.9,11.6,7.9,208,29989.42,3.35
Blumenau,Santa Catarina,-26.9195567,-49.0658025,2025-05-10,26.1,16.8,90,18,0,1.9,28.8,18.2,7.8,248,35255.0,5.1
Blumenau,Santa Catarina,-26.9195567,-49.0658025,2025-05-11,23.6,12.6,8,1,0,0.0,24.9,12.6,10.9,74,35318.74,5.2
Blumenau,Santa Catarina,-26.9195567,-49.0658025,2025-05-12,20.0,11.2,30,10,2,0.0,22.4,11.0,4.0,280,21331.45,4.05
Bocaina do Sul,Santa Catarina,-27.745494,-49.942279,2025-05-10,20.6,7.7,8,1,0,0.0,19.7,6.1,11.8,226,35645.71,5.4
Bocaina do Sul,Santa Catarina,-27.745494,-49.942279,2025-05-11,18.7,6.1,0,0,0,0.0,17.9,3.9,9.0,75,35355.81,5.35
Bocaina do Sul,Santa Catarina,-27.745494,-49.942279,2025-05-12,16.6,5.8,0,0,0,0.0,14.6,3.9,15.3,75,33733.59,4.95
Bom Jardim da Serra,Santa Catarina,-28.3380324,-49.625588,2025-05-10,17.1,9.4,8,0,0,0.0,15.4,6.4,11.9,246,35178.8,5.35
Bom Jardim da Serra,Santa Catarina,-28.3380324,-49.625588,2025-05-11,14.0,6.3,0,0,0,0.0,12.4,3.8,9.5,138,31457.79,5.3
Bom Jardim da Serra,Santa Catarina,-28.3380324,-49.625588,2025-05-12,14.7,5.2,0,0,0,0.0,13.3,2.6,11.1,34,35019.29,4.55
Bom Jesus,Santa Catarina,-26.7350604,-52.3916519,2025-05-10,20.9,11.0,0,0,0,0.0,20.3,10.0,14.8,154,35277.22,5.55
Bom Jesus,Santa Catarina,-26.7350604,-52.3916519,2025-05-11,20.7,7.8,0,0,0,0.0,19.5,5.9,14.2,120,36255.38,5.5
Bom Jesus,Santa Catarina,-26.7350604,-52.3916519,2025-05-12,22.0,12.2,0,0,0,0.0,22.8,10.5,17.9,67,35533.46,5.5
Bom Jesus do Oeste,Santa Catarina,-26.6929713,-53.0967453,2025-05-10,20.8,12.0,0,0,0,0.0,20.4,11.2,10.9,153,34538.78,5.15
Bom Jesus do Oeste,Santa Catarina,-26.6929713,-53.0967453,2025-05-11,19.9,9.4,0,0,0,0.0,19.4,8.1,11.6,120,36255.38,5.5
Bom Jesus do Oeste,Santa Catarina,-26.6929713,-53.0967453,2025-05-12,22.2,11.0,0,0,0,0.0,22.9,10.1,10.2,86,36182.67,5.45
Bom Retiro,Santa Catarina,-27.798993,-49.486994,2025-05-10,20.5,8.7,28,2,0,0.0,19.9,6.7,7.5,233,35580.75,5.35
Bom Retiro,Santa Catarina,-27.798993,-49.486994,2025-05-11,18.3,6.1,0,0,0,0.0,17.9,3.6,6.8,135,35315.32,5.35
Bom Retiro,Santa Catarina,-27.798993,-49.486994,2025-05-12,16.6,5.1,0,0,0,0.0,15.3,2.9,14.3,77,35122.29,4.05
Bombinhas,Santa Catarina,-27.1519159,-48.4875691,2025-05-10,24.9,18.9,85,14,0,2.1,27.5,20.2,14.5,164,33076.7,5.2
Bombinhas,Santa Catarina,-27.1519159,-48.4875691,2025-05-11,23.1,16.4,5,0,0,0.0,23.2,17.3,18.5,175,35426.57,5.15
Bombinhas,Santa Catarina,-27.1519159,-48.4875691,2025-05-12,21.5,14.3,19,6,0,0.0,22.3,13.9,10.1,179,29584.5,4.7
Botuverá,Santa Catarina,-27.1990695,-49.0726471,2025-05-10,26.0,17.2,85,14,0,1.0,27.9,18.3,8.4,269,35267.94,5.25
Botuverá,Santa Catarina,-27.1990695,-49.0726471,2025-05-11,23.4,13.3,5,0,0,0.0,23.8,13.3,11.2,158,35350.67,5.15
Botuverá,Santa Catarina,-27.1990695,-49.0726471,2025-05-12,20.6,10.8,19,6,0,0.0,21.2,9.9,8.3,173,25239.46,3.0
Braço do Norte,Santa Catarina,-28.2728633,-49.1622712,2025-05-10,23.9,12.9,3,0,0,0.0,24.8,12.7,14.1,208,32689.21,5.1
Braço do Norte,Santa Catarina,-28.2728633,-49.1622712,2025-05-11,20.4,9.0,5,1,0,0.0,19.7,7.5,15.2,224,35207.79,5.0
Braço do Norte,Santa Catarina,-28.2728633,-49.1622712,2025-05-12,22.0,7.9,5,1,0,0.0,22.0,6.6,11.7,40,35169.29,4.8
Braço do Trombudo,Santa Catarina,-27.358578,-49.882145,2025-05-10,23.9,10.5,30,2,0,0.0,24.0,9.5,6.9,244,35566.82,5.35
Braço do Trombudo,Santa Catarina,-27.358578,-49.882145,2025-05-11,21.3,7.5,3,0,0,0.0,21.2,6.2,6.6,89,35360.98,5.3
Braço do Trombudo,Santa Catarina,-27.358578,-49.882145,2025-05-12,17.6,8.2,3,0,0,0.0,18.6,7.1,4.5,160,21377.04,3.15
